timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
6971648000,6971648000,197644,0.118550986,0.15450221,0.49053866,13.515131,0
6972640000,6972640000,197644,0.124848634,0.15991567,0.48733643,13.515131,0
6973640000,6973640000,197644,0.12111865,0.15795293,0.48482367,13.515131,0
6974648000,6974648000,197644,0.124071054,0.16313188,0.49106935,13.515131,0
6975640000,6975640000,197644,0.12190622,0.15494499,0.49061787,13.515131,0
6976640000,6976640000,197644,0.11714868,0.15713021,0.49272153,13.515131,0
6977648000,6977648000,197644,0.12053997,0.16307668,0.48491952,13.513941,0
6978644000,6978644000,197644,0.12063939,0.16085984,0.4885853,13.505671,0
6979640000,6979640000,197644,0.118560754,0.15530251,0.48660773,13.501947,0
6980648000,6980648000,197644,0.121743895,0.1501638,0.48813698,13.500727,0
6981644000,6981644000,197644,0.053201202,0.18865974,0.48440838,13.500269,0
6982640000,6982640000,197644,-0.027121704,0.22877559,0.47408384,13.496576,0
6983636000,6983636000,197644,-0.029183187,0.22739728,0.48373175,13.491755,0
6984644000,6984644000,197644,-0.027393896,0.21999323,0.4771176,13.487055,0
6985640000,6985640000,197644,-0.029143738,0.21824403,0.4853149,13.482447,0
6986644000,6986644000,197644,-0.02714312,0.22451252,0.47652698,13.477686,0
6987644000,6987644000,197644,-0.03378421,0.21892758,0.47737744,13.472925,0
6988640000,6988640000,197644,-0.041447304,0.22040416,0.47921175,13.468439,0
6989632000,6989632000,197644,-0.042664003,0.22394541,0.47701257,13.463984,0
6990640000,6990640000,197644,-0.043767966,0.21815634,0.47675332,13.459406,0
6991640000,6991640000,197644,-0.046946473,0.2190495,0.4743276,13.454676,0
6992648000,6992648000,197644,-0.044917338,0.21256404,0.48042294,13.449976,0
6993644000,6993644000,197644,-0.044139236,0.21809964,0.4739153,13.445368,0
6994640000,6994640000,197644,-0.051324144,0.2193606,0.477489,13.440821,0
6995648000,6995648000,197644,0.021394914,0.18860762,0.4896151,13.436335,0
6996640000,6996640000,197644,0.09407449,0.16990083,0.4916042,13.433649,0
6997648000,6997648000,197644,0.08604492,0.17801805,0.48446715,13.432764,0
6998648000,6998648000,197644,0.08164522,0.18241645,0.47658038,13.432795,0
6999644000,6999644000,197644,0.07623201,0.1840759,0.48182085,13.433069,0
7000636000,7000636000,197644,0.0789351,0.185201,0.48699355,13.433222,0
7001648000,7001648000,197644,0.07220376,0.17747971,0.48827812,13.433344,0
7002644000,7002644000,197644,0.08514256,0.18064629,0.49208102,13.433466,0
7003640000,7003640000,197644,0.08154774,0.17886573,0.48702455,13.433527,0
7004648000,7004648000,197644,0.07882667,0.17598744,0.49208638,13.433527,0
7005640000,7005640000,197644,0.07903126,0.17733996,0.48906773,13.433588,0
7006640000,7006640000,197644,0.08129257,0.17871971,0.49523208,13.43371,0
7007644000,7007644000,197644,0.08021128,0.17503051,0.49241588,13.433863,0
7008644000,7008644000,197644,0.08618913,0.17583661,0.48676553,13.433924,0
7009640000,7009640000,197644,0.07444911,0.17721212,0.48742962,13.433771,0
7010636000,7010636000,197644,0.08037326,0.17491156,0.4891312,13.43371,0
7011644000,7011644000,197644,0.07601767,0.18185675,0.4830519,13.433741,0
7012640000,7012640000,197644,0.07913883,0.1784368,0.4841281,13.43368,0
7013644000,7013644000,197644,0.07662069,0.18384589,0.48680356,13.433893,0
7014640000,7014640000,197644,0.11173258,0.263341,0.43734333,13.434015,0
7015636000,7015636000,197644,0.12945372,0.32283354,0.39642927,13.433496,0
7016644000,7016644000,197644,0.11825197,0.3165125,0.40467378,13.432978,0
7017640000,7017640000,197644,0.109139375,0.32046625,0.40660524,13.432795,0
7018640000,7018640000,197644,0.08916056,0.32125843,0.40454575,13.432703,0
7019648000,7019648000,197644,0.08847023,0.31815055,0.40954435,13.432489,0
7020640000,7020640000,197644,0.06642005,0.2555825,0.45893455,13.432337,0
7021652000,7021652000,197644,0.045150828,0.16870256,0.49748078,13.43252,0
7022648000,7022648000,197644,0.04780803,0.17519434,0.4920105,13.432611,0
7023644000,7023644000,197644,0.038186155,0.18531369,0.4958842,13.432886,0
7024640000,7024640000,197644,0.14061047,0.12545425,0.49268833,13.43429,0
7025636000,7025636000,197644,0.20341714,0.11731072,0.46981508,13.437616,0
7026644000,7026644000,197644,0.207748,0.12241017,0.47122154,13.442133,0
7027640000,7027640000,197644,0.20132707,0.12291591,0.47131982,13.44726,0
7028644000,7028644000,197644,0.20608114,0.123853,0.47375852,13.4526615,0
7029640000,7029640000,197644,0.20720659,0.11700554,0.47682303,13.457941,0
7030640000,7030640000,197644,0.2046321,0.10771021,0.47356936,13.462824,0
7031648000,7031648000,197644,0.20891067,0.09929306,0.47739828,13.467615,0
7032644000,7032644000,197644,0.20767228,0.10048825,0.4740479,13.472376,0
7033640000,7033640000,197644,0.21536466,0.086773634,0.4641655,13.477137,0
7034648000,7034648000,197644,0.2158359,0.07961672,0.46698606,13.48205,0
7035644000,7035644000,197644,0.21965033,0.076241605,0.4693313,13.486872,0
7036636000,7036636000,197644,0.22047949,0.07712315,0.4681851,13.49148,0
7037648000,7037648000,197644,0.22232684,0.062898,0.47432646,13.49618,0
7038644000,7038644000,197644,0.13463853,0.11028527,0.49661562,13.501093,0
7039640000,7039640000,197644,0.09026628,0.18945643,0.48635396,13.504206,0
7040648000,7040648000,197644,0.106986955,0.17422515,0.48703933,13.504358,0
7041640000,7041640000,197644,0.11102927,0.16051736,0.48827896,13.505579,0
7042640000,7042640000,197644,0.10903501,0.15186387,0.48232013,13.50979,0
7043648000,7043648000,197644,0.1159658,0.15823501,0.48679027,13.51388,0
7044644000,7044644000,197644,0.116793804,0.15899132,0.48480335,13.515131,0
7045640000,7045640000,197644,0.11376155,0.15746905,0.4859246,13.515131,0
7046648000,7046648000,197644,0.12138165,0.16537115,0.48863527,13.515131,0
7047644000,7047644000,197644,0.11449846,0.15703179,0.49258074,13.515131,0
7048640000,7048640000,197644,0.11387074,0.16175878,0.48519263,13.515131,0
